nb_mentions_global_g,nb_candidats_g,pourcent_mention_par_candidat_g,taux_de_reussite_g,note_a_l_ecrit_g,nb_mentions_b_g,pourcent_mentions_b_g,secteur,code_departement
112,121,92.5619834710744,100.0,14.4,29,25.8928571428571,1,83
112,123,91.0569105691057,98.0,12.9,31,27.6785714285714,1,62
112,125,89.6,100.0,13.9,37,33.0357142857143,1,86
112,127,88.1889763779528,99.0,11.1,53,47.3214285714286,1,84
112,128,87.5,95.0,13.9,21,18.75,0,94
112,129,86.8217054263566,100.0,13.0,43,38.3928571428571,1,87
112,131,85.4961832061069,100.0,11.9,40,35.7142857142857,1,50
112,132,84.8484848484848,93.0,12.7,25,22.3214285714286,0,92
112,134,83.5820895522388,98.0,12.4,37,33.0357142857143,0,37
112,135,82.962962962963,93.0,13.2,22,19.6428571428571,0,75
112,138,81.1594202898551,96.0,11.8,27,24.1071428571429,0,49
112,140,80,89.0,11.9,30,26.7857142857143,0,75
112,140,80,94.0,11.3,24,21.4285714285714,0,88
112,141,79.4326241134752,91.0,12.5,34,30.3571428571429,0,49
112,142,78.8732394366197,94.0,11.7,45,40.1785714285714,1,39
112,144,77.7777777777778,93.0,12.4,44,39.2857142857143,0,12
112,144,77.7777777777778,96.0,10.9,44,39.2857142857143,0,83
112,144,77.7777777777778,96.0,11.2,38,33.9285714285714,0,27
112,145,77.2413793103448,92.0,10.5,32,28.5714285714286,0,78
112,145,77.2413793103448,96.0,11.2,38,33.9285714285714,0,80
112,146,76.7123287671233,95.0,11.8,41,36.6071428571429,0,37
112,148,75.6756756756757,95.0,11.1,35,31.25,0,83
112,149,75.1677852348993,93.0,11.7,39,34.8214285714286,0,95
112,149,75.1677852348993,95.0,11.8,32,28.5714285714286,0,60
112,150,74.6666666666667,89.0,11.3,34,30.3571428571429,0,33
112,150,74.6666666666667,91.0,11.7,43,38.3928571428571,0,1
112,151,74.1721854304636,94.0,10.6,36,32.1428571428571,0,5
112,154,72.7272727272727,97.0,10.8,29,25.8928571428571,0,78
112,158,70.8860759493671,87.0,10.6,34,30.3571428571429,0,95
112,160,70,83.0,11.8,32,28.5714285714286,0,1
112,160,70,89.0,10.5,47,41.9642857142857,0,95
112,165,67.8787878787879,89.0,10.9,41,36.6071428571429,0,94
112,166,67.4698795180723,87.0,10.3,42,37.5,0,77
112,172,65.1162790697674,85.0,10.8,45,40.1785714285714,0,46
112,172,65.1162790697674,92.0,10.0,45,40.1785714285714,0,91
112,172,65.1162790697674,93.0,10.7,39,34.8214285714286,0,93
112,178,62.9213483146067,93.0,9.2,49,43.75,0,976
112,179,62.5698324022346,87.0,10.3,35,31.25,0,95
112,182,61.5384615384615,89.0,8.3,43,38.3928571428571,0,91
112,191,58.6387434554974,83.0,9.8,37,33.0357142857143,0,41
113,113,100,100.0,15.0,18,15.929203539823,1,75
113,113,100,100.0,16.5,6,5.30973451327434,1,92
113,114,99.1228070175439,100.0,14.3,35,30.9734513274336,1,75
113,117,96.5811965811966,100.0,13.6,32,28.3185840707965,1,45
113,118,95.7627118644068,100.0,13.0,48,42.4778761061947,1,95
113,121,93.3884297520661,100.0,12.6,43,38.0530973451327,1,8
113,121,93.3884297520661,100.0,14.2,8,7.07964601769912,0,94
113,125,90.4,99.0,11.9,29,25.6637168141593,0,35
113,126,89.6825396825397,98.0,12.7,29,25.6637168141593,1,33
113,130,86.9230769230769,98.0,12.3,29,25.6637168141593,1,11
113,131,86.2595419847328,98.0,12.3,33,29.2035398230088,0,67
113,131,86.2595419847328,100.0,11.9,39,34.5132743362832,1,91
113,132,85.6060606060606,98.0,11.6,58,51.3274336283186,1,62
113,133,84.9624060150376,97.0,11.0,32,28.3185840707965,0,95
113,134,84.3283582089552,96.0,11.1,34,30.0884955752212,0,59
113,136,83.0882352941176,95.0,11.9,36,31.858407079646,0,45
113,137,82.4817518248175,97.0,11.6,42,37.1681415929204,0,77
113,140,80.7142857142857,95.0,10.3,31,27.4336283185841,0,68
113,140,80.7142857142857,96.0,12.0,33,29.2035398230088,0,42
113,141,80.1418439716312,96.0,12.2,36,31.858407079646,0,49
113,143,79.020979020979,88.0,12.7,32,28.3185840707965,0,1
113,144,78.4722222222222,92.0,12.0,27,23.8938053097345,0,62
113,146,77.3972602739726,93.0,13.0,33,29.2035398230088,0,25
113,146,77.3972602739726,95.0,12.4,45,39.8230088495575,0,78
113,152,74.3421052631579,94.0,11.6,33,29.2035398230088,0,92
113,153,73.8562091503268,88.0,12.2,34,30.0884955752212,0,33
113,155,72.9032258064516,94.0,10.8,36,31.858407079646,0,77
113,156,72.4358974358974,87.0,12.2,37,32.7433628318584,0,86
113,156,72.4358974358974,92.0,11.0,37,32.7433628318584,0,78
113,157,71.9745222929936,93.0,11.4,35,30.9734513274336,0,62
113,158,71.5189873417722,88.0,11.1,33,29.2035398230088,0,45
113,158,71.5189873417722,90.0,11.4,40,35.3982300884956,0,18
113,161,70.1863354037267,90.0,11.6,43,38.0530973451327,0,91
113,163,69.3251533742331,88.0,9.4,36,31.858407079646,0,92
113,167,67.6646706586826,86.0,11.8,35,30.9734513274336,0,73
113,167,67.6646706586826,92.0,11.0,31,27.4336283185841,0,83
113,167,67.6646706586826,95.0,8.8,44,38.9380530973451,0,976
113,169,66.8639053254438,91.0,11.5,36,31.858407079646,0,94
113,169,66.8639053254438,92.0,11.1,45,39.8230088495575,0,6
113,170,66.4705882352941,86.0,11.5,38,33.6283185840708,0,1
113,173,65.3179190751445,93.0,10.8,36,31.858407079646,0,27
113,175,64.5714285714286,83.0,10.2,41,36.283185840708,0,82
113,180,62.7777777777778,83.0,10.1,39,34.5132743362832,0,78
113,183,61.7486338797814,88.0,8.7,41,36.283185840708,0,83
113,186,60.752688172043,84.0,10.3,33,29.2035398230088,0,78
113,189,59.7883597883598,87.0,10.6,29,25.6637168141593,0,83
113,197,57.3604060913706,78.0,9.6,27,23.8938053097345,0,95
113,232,48.7068965517241,75.0,9.0,28,24.7787610619469,0,93
114,117,97.4358974358974,100.0,13.6,35,30.7017543859649,1,62
114,119,95.7983193277311,99.0,13.4,46,40.3508771929825,1,33
114,120,95,98.0,13.3,23,20.1754385964912,0,75
114,120,95,100.0,14.0,45,39.4736842105263,1,6
114,121,94.2148760330579,100.0,12.5,32,28.0701754385965,1,56
114,123,92.6829268292683,100.0,12.6,64,56.140350877193,1,49
114,124,91.9354838709677,99.0,12.7,45,39.4736842105263,1,35
114,125,91.2,100.0,11.7,41,35.9649122807018,1,51
114,126,90.4761904761905,99.0,12.3,57,50,1,84
114,129,88.3720930232558,95.0,12.6,22,19.2982456140351,0,75
114,130,87.6923076923077,95.0,12.6,46,40.3508771929825,0,17
114,131,87.0229007633588,99.0,13.4,39,34.2105263157895,1,62
114,134,85.0746268656716,93.0,11.8,32,28.0701754385965,0,82
114,135,84.4444444444444,96.0,12.7,28,24.5614035087719,0,35
114,135,84.4444444444444,99.0,14.2,47,41.2280701754386,1,49
114,136,83.8235294117647,93.0,11.3,19,16.6666666666667,0,67
114,137,83.2116788321168,96.0,11.7,42,36.8421052631579,0,17
114,138,82.6086956521739,95.0,11.7,37,32.4561403508772,0,57
114,139,82.0143884892086,92.0,13.0,26,22.8070175438596,0,44
114,141,80.8510638297872,96.0,13.4,28,24.5614035087719,0,91
114,142,80.2816901408451,93.0,10.3,36,31.5789473684211,0,33
114,142,80.2816901408451,97.0,11.4,37,32.4561403508772,0,78
114,145,78.6206896551724,94.0,12.1,39,34.2105263157895,0,28
114,145,78.6206896551724,97.0,10.6,32,28.0701754385965,0,59
114,145,78.6206896551724,98.0,11.4,57,50,1,53
114,146,78.0821917808219,92.0,11.7,35,30.7017543859649,0,33
114,148,77.027027027027,92.0,11.8,31,27.1929824561403,0,78
114,149,76.510067114094,93.0,11.8,36,31.5789473684211,0,83
114,150,76,87.0,11.2,35,30.7017543859649,0,41
114,150,76,90.0,10.7,32,28.0701754385965,0,17
114,150,76,94.0,11.2,42,36.8421052631579,0,14
114,155,73.5483870967742,90.0,10.6,46,40.3508771929825,0,91
114,156,73.0769230769231,90.0,10.1,33,28.9473684210526,0,93
114,156,73.0769230769231,90.0,10.5,39,34.2105263157895,0,35
114,156,73.0769230769231,90.0,11.7,44,38.5964912280702,0,82
114,161,70.8074534161491,91.0,11.1,33,28.9473684210526,0,77
114,162,70.3703703703704,88.0,9.7,29,25.4385964912281,0,94
114,165,69.0909090909091,85.0,11.7,34,29.8245614035088,0,31
114,165,69.0909090909091,90.0,10.9,41,35.9649122807018,0,83
114,165,69.0909090909091,92.0,11.0,50,43.859649122807,0,28
114,166,68.6746987951807,84.0,11.4,31,27.1929824561403,0,68
114,166,68.6746987951807,88.0,10.3,44,38.5964912280702,0,37
114,166,68.6746987951807,94.0,9.4,37,32.4561403508772,0,91
114,167,68.2634730538922,86.0,10.9,37,32.4561403508772,0,25
114,167,68.2634730538922,93.0,10.2,34,29.8245614035088,0,95
114,171,66.6666666666667,79.0,10.4,37,32.4561403508772,0,1
114,171,66.6666666666667,88.0,10.7,34,29.8245614035088,0,30
114,173,65.8959537572254,89.0,10.1,31,27.1929824561403,0,77
114,175,65.1428571428572,86.0,10.9,46,40.3508771929825,0,84
114,177,64.4067796610169,92.0,9.8,31,27.1929824561403,0,6
114,180,63.3333333333333,94.0,9.8,49,42.9824561403509,0,6
114,185,61.6216216216216,89.0,9.6,35,30.7017543859649,0,94
114,187,60.9625668449198,84.0,9.1,46,40.3508771929825,0,93
115,117,98.2905982905983,100.0,14.5,34,29.5652173913043,1,68
115,117,98.2905982905983,100.0,15.0,33,28.695652173913,1,84
115,118,97.4576271186441,99.0,13.5,38,33.0434782608696,1,91
115,118,97.4576271186441,100.0,13.5,37,32.1739130434783,1,78
115,123,93.4959349593496,100.0,13.6,34,29.5652173913043,1,83
115,126,91.2698412698413,98.0,13.9,39,33.9130434782609,1,45
115,129,89.1472868217054,95.0,12.4,34,29.5652173913043,0,56
115,129,89.1472868217054,98.0,12.5,36,31.304347826087,0,78
115,131,87.7862595419847,98.0,13.4,23,20,0,35
115,132,87.1212121212121,95.0,12.7,31,26.9565217391304,1,59
115,132,87.1212121212121,98.0,13.7,25,21.7391304347826,1,41
115,135,85.1851851851852,95.0,12.5,47,40.8695652173913,0,44
115,135,85.1851851851852,100.0,11.3,29,25.2173913043478,0,6
115,136,84.5588235294118,96.0,11.0,42,36.5217391304348,0,56
115,138,83.3333333333333,97.0,12.7,20,17.3913043478261,0,92
115,140,82.1428571428571,99.0,13.5,47,40.8695652173913,1,44
115,141,81.5602836879433,95.0,13.0,24,20.8695652173913,0,31
115,141,81.5602836879433,99.0,12.7,40,34.7826086956522,1,28
115,142,80.9859154929577,93.0,12.9,24,20.8695652173913,0,92
115,142,80.9859154929577,97.0,13.1,34,29.5652173913043,0,91
115,143,80.4195804195804,94.0,12.4,39,33.9130434782609,0,44
115,143,80.4195804195804,97.0,12.2,36,31.304347826087,1,83
115,144,79.8611111111111,93.0,12.7,33,28.695652173913,0,1
115,145,79.3103448275862,92.0,11.6,43,37.3913043478261,0,44
115,146,78.7671232876712,93.0,11.1,36,31.304347826087,0,83
115,150,76.6666666666667,95.0,11.7,34,29.5652173913043,0,59
115,152,75.6578947368421,93.0,12.9,43,37.3913043478261,0,12
115,152,75.6578947368421,96.0,10.7,44,38.2608695652174,1,44
115,153,75.1633986928105,88.0,11.2,35,30.4347826086957,0,51
115,153,75.1633986928105,90.0,12.4,33,28.695652173913,0,1
115,154,74.6753246753247,86.0,11.5,30,26.0869565217391,0,31
115,155,74.1935483870968,86.0,11.2,39,33.9130434782609,0,73
115,157,73.2484076433121,92.0,10.3,28,24.3478260869565,0,59
115,159,72.3270440251572,85.0,11.6,38,33.0434782608696,0,17
115,161,71.4285714285714,91.0,11.7,42,36.5217391304348,0,44
115,162,70.9876543209877,90.0,10.7,31,26.9565217391304,0,67
115,165,69.6969696969697,85.0,10.2,39,33.9130434782609,0,47
115,166,69.2771084337349,89.0,10.8,47,40.8695652173913,0,49
115,167,68.8622754491018,86.0,11.1,44,38.2608695652174,0,87
115,167,68.8622754491018,89.0,9.7,39,33.9130434782609,0,88
115,167,68.8622754491018,92.0,10.8,49,42.6086956521739,0,44
115,168,68.452380952381,86.0,11.0,30,26.0869565217391,0,30
115,168,68.452380952381,91.0,10.5,52,45.2173913043478,0,42
115,168,68.452380952381,93.0,10.8,46,40,0,44
115,168,68.452380952381,95.0,9.4,36,31.304347826087,0,91
115,170,67.6470588235294,93.0,11.0,46,40,0,33
115,173,66.4739884393064,85.0,10.7,39,33.9130434782609,0,27
115,173,66.4739884393064,90.0,9.5,46,40,0,95
115,178,64.6067415730337,83.0,10.0,26,22.6086956521739,0,42
115,178,64.6067415730337,86.0,10.8,55,47.8260869565217,0,41
115,185,62.1621621621622,84.0,10.1,31,26.9565217391304,0,6
115,188,61.1702127659575,88.0,10.2,36,31.304347826087,0,91
115,189,60.8465608465608,89.0,10.2,36,31.304347826087,0,6
115,200,57.5,84.0,7.8,45,39.1304347826087,0,976
115,207,55.5555555555556,86.0,9.6,33,28.695652173913,0,83
115,314,36.624203821656,74.0,7.1,41,35.6521739130435,0,976
116,117,99.1452991452992,100.0,14.6,26,22.4137931034483,1,75
116,121,95.8677685950413,99.0,15.0,34,29.3103448275862,1,75
116,122,95.0819672131147,100.0,13.6,62,53.448275862069,1,92
116,125,92.8,100.0,13.0,30,25.8620689655172,1,67
116,132,87.8787878787879,96.0,12.4,26,22.4137931034483,0,67
116,132,87.8787878787879,100.0,12.0,53,45.6896551724138,1,59
116,133,87.218045112782,95.0,12.4,36,31.0344827586207,0,73
116,135,85.9259259259259,96.0,12.4,40,34.4827586206897,0,92
116,136,85.2941176470588,97.0,10.5,38,32.7586206896552,0,68
116,138,84.0579710144928,95.0,10.2,36,31.0344827586207,0,35
116,140,82.8571428571429,94.0,10.8,21,18.1034482758621,0,92
116,141,82.2695035460993,95.0,13.0,42,36.2068965517241,0,44
116,142,81.6901408450704,94.0,12.7,28,24.1379310344828,0,54
116,144,80.5555555555556,94.0,13.3,36,31.0344827586207,1,49
116,145,80,95.0,11.4,26,22.4137931034483,0,95
116,145,80,95.0,12.2,22,18.9655172413793,0,67
116,146,79.4520547945205,92.0,11.6,41,35.3448275862069,0,30
116,146,79.4520547945205,97.0,10.5,36,31.0344827586207,0,6
116,147,78.9115646258503,93.0,11.6,27,23.2758620689655,0,59
116,149,77.8523489932886,95.0,11.8,38,32.7586206896552,0,83
116,150,77.3333333333333,88.0,11.8,44,37.9310344827586,0,90
116,152,76.3157894736842,89.0,11.3,37,31.8965517241379,0,17
116,153,75.8169934640523,93.0,10.7,55,47.4137931034483,0,33
116,154,75.3246753246753,88.0,10.8,35,30.1724137931034,0,87
116,154,75.3246753246753,94.0,10.9,40,34.4827586206897,0,83
116,155,74.8387096774194,95.0,11.0,37,31.8965517241379,0,6
116,156,74.3589743589744,95.0,12.8,38,32.7586206896552,0,14
116,157,73.8853503184713,92.0,11.2,33,28.448275862069,0,67
116,158,73.4177215189874,88.0,10.4,37,31.8965517241379,0,59
116,158,73.4177215189874,90.0,10.9,41,35.3448275862069,0,31
116,160,72.5,93.0,11.4,55,47.4137931034483,1,44
116,163,71.1656441717791,90.0,11.3,46,39.6551724137931,0,44
116,164,70.7317073170732,88.0,11.5,32,27.5862068965517,0,10
116,166,69.8795180722892,92.0,11.3,33,28.448275862069,0,31
116,167,69.4610778443114,87.0,12.4,41,35.3448275862069,0,31
116,167,69.4610778443114,89.0,11.5,41,35.3448275862069,0,93
116,168,69.0476190476191,89.0,11.1,30,25.8620689655172,0,67
116,171,67.8362573099415,90.0,11.7,27,23.2758620689655,0,77
116,179,64.804469273743,92.0,9.6,30,25.8620689655172,0,83
116,181,64.0883977900553,97.0,8.1,41,35.3448275862069,0,971
116,183,63.3879781420765,78.0,9.7,30,25.8620689655172,0,75
116,187,62.0320855614973,90.0,9.2,35,30.1724137931034,0,77
116,219,52.9680365296804,83.0,9.4,45,38.7931034482759,0,84
117,117,100,100.0,13.4,28,23.9316239316239,1,78
117,117,100,100.0,13.7,35,29.9145299145299,1,92
117,118,99.1525423728814,100.0,13.9,24,20.5128205128205,1,62
117,121,96.6942148760331,99.0,13.2,49,41.8803418803419,1,42
117,124,94.3548387096774,99.0,12.7,39,33.3333333333333,0,35
117,125,93.6,100.0,13.8,24,20.5128205128205,1,75
117,127,92.1259842519685,98.0,11.8,34,29.0598290598291,1,30
117,131,89.3129770992367,96.0,12.9,36,30.7692307692308,0,67
117,133,87.9699248120301,96.0,12.3,33,28.2051282051282,0,6
117,133,87.9699248120301,100.0,13.4,34,29.0598290598291,1,91
117,134,87.3134328358209,97.0,12.6,47,40.1709401709402,1,56
117,134,87.3134328358209,98.0,11.3,43,36.7521367521368,0,62
117,134,87.3134328358209,99.0,12.2,43,36.7521367521368,1,14
117,135,86.6666666666667,97.0,12.9,36,30.7692307692308,0,35
117,138,84.7826086956522,97.0,12.6,35,29.9145299145299,0,92
117,140,83.5714285714286,99.0,12.1,43,36.7521367521368,1,44
117,141,82.9787234042553,92.0,13.9,26,22.2222222222222,0,78
117,141,82.9787234042553,96.0,11.6,45,38.4615384615385,0,6
117,142,82.3943661971831,97.0,12.6,45,38.4615384615385,0,14
117,146,80.1369863013699,93.0,11.4,37,31.6239316239316,0,35
117,148,79.0540540540541,95.0,10.4,38,32.4786324786325,0,77
117,148,79.0540540540541,99.0,12.3,60,51.2820512820513,1,93
117,150,78,98.0,12.3,46,39.3162393162393,0,81
117,151,77.4834437086093,91.0,11.1,44,37.6068376068376,0,44
117,154,75.974025974026,90.0,12.0,34,29.0598290598291,0,86
117,154,75.974025974026,90.0,12.1,30,25.6410256410256,0,44
117,155,75.4838709677419,95.0,12.2,46,39.3162393162393,0,31
117,156,75,87.0,11.0,37,31.6239316239316,0,83
117,156,75,94.0,12.4,42,35.8974358974359,0,84
117,157,74.5222929936306,88.0,12.0,26,22.2222222222222,0,73
117,158,74.0506329113924,91.0,11.3,40,34.1880341880342,0,78
117,159,73.5849056603774,91.0,11.5,38,32.4786324786325,0,31
117,160,73.125,97.0,11.1,39,33.3333333333333,0,88
117,162,72.2222222222222,86.0,12.1,41,35.042735042735,0,73
117,162,72.2222222222222,94.0,10.8,40,34.1880341880342,0,91
117,163,71.7791411042945,92.0,10.8,39,33.3333333333333,0,44
117,163,71.7791411042945,96.0,10.6,39,33.3333333333333,0,84
117,164,71.3414634146342,91.0,10.2,44,37.6068376068376,0,47
117,164,71.3414634146342,91.0,12.1,41,35.042735042735,0,49
117,165,70.9090909090909,86.0,9.3,41,35.042735042735,0,1
117,167,70.059880239521,86.0,10.9,44,37.6068376068376,0,28
117,168,69.6428571428571,85.0,9.7,34,29.0598290598291,0,42
117,171,68.421052631579,95.0,7.7,48,41.025641025641,0,976
117,175,66.8571428571429,81.0,11.7,31,26.4957264957265,0,92
117,175,66.8571428571429,89.0,10.4,44,37.6068376068376,0,91
117,176,66.4772727272727,85.0,10.0,50,42.7350427350427,0,86
117,177,66.1016949152542,85.0,10.7,49,41.8803418803419,0,33
117,178,65.7303370786517,87.0,9.8,40,34.1880341880342,0,30
117,180,65,83.0,11.7,39,33.3333333333333,0,57
117,185,63.2432432432432,86.0,8.6,27,23.0769230769231,0,60
118,119,99.1596638655462,100.0,14.6,41,34.7457627118644,1,75
118,122,96.7213114754098,100.0,13.8,43,36.4406779661017,1,14
118,127,92.9133858267717,100.0,14.2,27,22.8813559322034,1,93
118,128,92.1875,100.0,12.0,40,33.8983050847458,1,59
118,129,91.4728682170543,99.0,13.0,53,44.9152542372881,1,89
118,132,89.3939393939394,98.0,12.4,28,23.728813559322,0,68
118,135,87.4074074074074,99.0,12.6,59,50,1,60
118,135,87.4074074074074,99.0,13.4,50,42.3728813559322,1,44
118,137,86.1313868613139,96.0,12.7,34,28.8135593220339,0,92
118,140,84.2857142857143,95.0,12.5,30,25.4237288135593,0,54
118,141,83.6879432624114,96.0,11.3,47,39.8305084745763,1,86
118,142,83.0985915492958,96.0,12.6,33,27.9661016949152,1,60
118,142,83.0985915492958,96.0,12.9,42,35.5932203389831,0,44
118,143,82.5174825174825,93.0,10.4,51,43.2203389830509,0,56
118,143,82.5174825174825,93.0,12.2,36,30.5084745762712,0,44
118,143,82.5174825174825,96.0,12.1,28,23.728813559322,0,59
118,143,82.5174825174825,98.0,12.5,41,34.7457627118644,0,56
118,145,81.3793103448276,95.0,12.0,39,33.0508474576271,0,92
118,147,80.2721088435374,97.0,11.8,38,32.2033898305085,0,77
118,148,79.7297297297297,93.0,10.7,28,23.728813559322,0,68
118,149,79.1946308724832,95.0,12.3,39,33.0508474576271,0,25
118,151,78.1456953642384,89.0,11.2,41,34.7457627118644,0,42
118,151,78.1456953642384,89.0,11.3,27,22.8813559322034,0,94
118,155,76.1290322580645,92.0,11.0,39,33.0508474576271,0,47
118,155,76.1290322580645,92.0,11.0,41,34.7457627118644,0,77
118,159,74.2138364779874,92.0,11.3,45,38.135593220339,0,18
118,165,71.5151515151515,97.0,10.9,41,34.7457627118644,0,84
118,166,71.0843373493976,96.0,11.1,39,33.0508474576271,0,77
118,168,70.2380952380952,84.0,10.7,30,25.4237288135593,0,1
118,169,69.8224852071006,85.0,11.1,50,42.3728813559322,0,17
118,169,69.8224852071006,93.0,10.9,42,35.5932203389831,0,31
118,174,67.816091954023,91.0,11.1,43,36.4406779661017,0,91
118,182,64.8351648351648,83.0,10.2,28,23.728813559322,0,91
118,187,63.1016042780749,83.0,10.4,40,33.8983050847458,0,57
118,209,56.4593301435407,81.0,10.0,47,39.8305084745763,0,30
118,352,33.5227272727273,59.0,5.2,34,28.8135593220339,0,976
118,398,29.6482412060301,58.0,5.3,31,26.271186440678,0,976
119,119,100,100.0,14.6,32,26.890756302521,1,75
119,125,95.2,100.0,11.8,50,42.0168067226891,1,56
119,127,93.7007874015748,99.0,11.1,31,26.0504201680672,1,94
119,128,92.96875,100.0,12.9,42,35.2941176470588,1,53
119,130,91.5384615384615,98.0,12.8,53,44.5378151260504,1,44
119,131,90.8396946564885,98.0,12.2,44,36.9747899159664,0,67
119,132,90.1515151515152,96.0,11.3,43,36.1344537815126,0,3
119,132,90.1515151515152,96.0,13.3,36,30.2521008403361,0,35
119,132,90.1515151515152,97.0,11.9,23,19.327731092437,0,57
119,132,90.1515151515152,100.0,13.1,33,27.7310924369748,1,95
119,133,89.4736842105263,97.0,11.3,35,29.4117647058824,0,35
119,135,88.1481481481482,98.0,13.7,27,22.6890756302521,0,92
119,135,88.1481481481482,98.0,14.1,29,24.3697478991597,1,78
119,138,86.231884057971,94.0,12.1,49,41.1764705882353,0,40
119,139,85.6115107913669,96.0,11.7,44,36.9747899159664,0,77
119,140,85,96.0,13.6,37,31.0924369747899,0,33
119,147,80.952380952381,96.0,11.2,48,40.3361344537815,1,95
119,149,79.8657718120805,93.0,12.1,26,21.8487394957983,0,57
119,150,79.3333333333333,89.0,12.3,32,26.890756302521,0,59
119,150,79.3333333333333,95.0,12.8,33,27.7310924369748,0,25
119,154,77.2727272727273,90.0,10.6,36,30.2521008403361,0,33
119,155,76.7741935483871,95.0,11.0,40,33.6134453781513,0,91
119,156,76.2820512820513,95.0,11.4,50,42.0168067226891,0,1
119,157,75.7961783439491,94.0,11.9,41,34.453781512605,0,62
119,157,75.7961783439491,94.0,11.9,48,40.3361344537815,0,60
119,159,74.8427672955975,94.0,10.1,37,31.0924369747899,0,77
119,160,74.375,84.0,11.7,29,24.3697478991597,0,80
119,163,73.0061349693252,86.0,11.3,48,40.3361344537815,0,60
119,163,73.0061349693252,90.0,11.4,38,31.9327731092437,0,33
119,163,73.0061349693252,91.0,10.7,41,34.453781512605,0,77
119,164,72.5609756097561,95.0,12.5,39,32.7731092436975,0,94
119,167,71.2574850299401,88.0,10.9,41,34.453781512605,0,25
119,168,70.8333333333333,88.0,12.0,44,36.9747899159664,0,31
119,169,70.414201183432,89.0,10.7,35,29.4117647058824,0,78
119,170,70,94.0,10.5,57,47.8991596638655,0,77
119,174,68.3908045977011,91.0,10.3,35,29.4117647058824,0,59
119,176,67.6136363636364,88.0,12.1,38,31.9327731092437,0,81
119,180,66.1111111111111,94.0,9.9,33,27.7310924369748,0,972
119,182,65.3846153846154,89.0,10.8,31,26.0504201680672,0,94
119,186,63.9784946236559,91.0,10.7,35,29.4117647058824,0,78
119,192,61.9791666666667,82.0,10.0,37,31.0924369747899,0,11
119,200,59.5,86.0,9.6,45,37.8151260504202,0,6
120,120,100,100.0,13.4,64,53.3333333333333,1,78
120,125,96,100.0,13.2,33,27.5,1,83
120,125,96,100.0,13.4,35,29.1666666666667,1,95
120,128,93.75,98.0,12.6,32,26.6666666666667,1,94
120,132,90.9090909090909,98.0,14.0,35,29.1666666666667,0,94
120,141,85.1063829787234,98.0,13.2,29,24.1666666666667,0,92
120,144,83.3333333333333,99.0,11.6,21,17.5,0,94
120,147,81.6326530612245,89.0,12.0,38,31.6666666666667,0,44
120,147,81.6326530612245,93.0,11.7,40,33.3333333333333,0,92
120,147,81.6326530612245,95.0,12.1,39,32.5,0,6
120,149,80.5369127516778,89.0,11.8,53,44.1666666666667,0,35
120,149,80.5369127516778,97.0,11.8,43,35.8333333333333,0,95
120,151,79.4701986754967,94.0,10.8,45,37.5,0,83
120,153,78.4313725490196,91.0,12.1,44,36.6666666666667,0,46
120,153,78.4313725490196,95.0,10.4,38,31.6666666666667,0,68
120,157,76.4331210191083,93.0,12.5,36,30,0,42
120,157,76.4331210191083,95.0,12.1,35,29.1666666666667,0,95
120,160,75,89.0,11.1,32,26.6666666666667,0,92
120,160,75,91.0,10.9,47,39.1666666666667,0,77
120,160,75,91.0,11.4,38,31.6666666666667,0,78
120,164,73.1707317073171,88.0,9.2,33,27.5,0,75
120,164,73.1707317073171,90.0,11.6,30,25,0,44
120,167,71.8562874251497,87.0,11.3,32,26.6666666666667,0,78
120,167,71.8562874251497,95.0,10.4,29,24.1666666666667,0,57
120,168,71.4285714285714,89.0,12.4,45,37.5,0,94
120,178,67.4157303370787,89.0,11.1,32,26.6666666666667,0,84
120,179,67.0391061452514,86.0,10.5,36,30,0,77
120,179,67.0391061452514,89.0,11.0,56,46.6666666666667,0,78
120,179,67.0391061452514,90.0,11.0,51,42.5,0,31
120,189,63.4920634920635,83.0,10.9,51,42.5,0,87
120,189,63.4920634920635,88.0,10.7,38,31.6666666666667,0,83
120,195,61.5384615384615,80.0,10.9,46,38.3333333333333,0,42
120,195,61.5384615384615,82.0,9.4,44,36.6666666666667,0,1
120,197,60.9137055837564,87.0,10.0,34,28.3333333333333,0,83
120,207,57.9710144927536,79.0,10.7,25,20.8333333333333,0,75
120,213,56.3380281690141,86.0,8.8,30,25,0,91
121,133,90.9774436090226,97.0,13.7,32,26.4462809917355,1,80
121,133,90.9774436090226,99.0,14.3,43,35.5371900826446,1,31
121,134,90.2985074626866,99.0,12.2,53,43.801652892562,1,5
121,135,89.6296296296296,98.0,12.2,38,31.404958677686,1,67
121,137,88.3211678832117,97.0,13.2,31,25.6198347107438,0,78
121,138,87.6811594202899,91.0,12.3,34,28.099173553719,0,75
121,139,87.0503597122302,98.0,11.7,46,38.0165289256198,1,56
121,140,86.4285714285714,96.0,11.6,53,43.801652892562,0,44
121,143,84.6153846153846,99.0,11.8,52,42.9752066115703,1,51
121,144,84.0277777777778,94.0,12.2,33,27.2727272727273,0,92
121,145,83.448275862069,97.0,11.9,40,33.0578512396694,0,35
121,148,81.7567567567568,94.0,11.7,52,42.9752066115703,1,86
121,148,81.7567567567568,96.0,11.6,35,28.9256198347107,0,35
121,151,80.1324503311258,91.0,11.5,41,33.8842975206612,0,60
121,151,80.1324503311258,99.0,12.5,32,26.4462809917355,0,6
121,152,79.6052631578947,94.0,11.5,35,28.9256198347107,0,91
